Class,latitude,longitude,Location,Guidance Value(Rs. per square foot),Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8
2,22.49421598,88.36351774,Jadavpur,6030,9381,9885,10878,11044,13456,13186,11914,43621
2,22.49476527,88.36264832,Jadavpur,6525,9111,9707,10778,10833,13308,12884,11494,43652
2,22.49503868,88.36235939,Jadavpur,9801,9003,9576,10572,10592,12889,12657,11292,43573
2,22.49503128,88.36323413,Jadavpur,7227,9114,9604,10452,10399,12499,12640,11605,43456
2,22.4947554,88.36381463,Jadavpur,6525,8983,9282,9922,9662,12073,12197,11183,43604
2,22.49475787,88.36352305,Jadavpur,6525,9091,9357,10075,9794,12319,12473,11459,43579
2,22.49475293,88.36410621,Jadavpur,8514,9015,9331,10067,9845,12095,12358,11295,43500
2,22.49448199,88.36410355,Jadavpur,6264,8932,9247,10041,9838,12418,12386,11157,43526
2,22.49421105,88.3641009,Jadavpur,7110,8823,9206,9996,9806,12266,12124,10849,43539
2,22.49530962,88.36236204,Jadavpur,6264,9023,9646,10782,10862,13358,12892,11259,43557
2,22.49530222,88.36323678,Jadavpur,7110,9298,9690,10736,10744,12859,12731,11646,43456
2,22.49558303,88.36207312,Jadavpur,6264,8823,9509,10373,10327,13342,12038,10518,43589
2,22.49369628,88.36088824,Jadavpur,6525,8822,9410,10427,10379,13187,12353,10958,43647
2,22.49342534,88.36088559,Jadavpur,6174,8883,9483,10578,10596,13346,12791,11398,43617
2,22.49315685,88.36059137,Jadavpur,8514,8788,9324,10202,10034,13249,12611,11038,43592
2,22.49288345,88.36088029,Jadavpur,7227,9060,9515,10543,10404,13830,13082,11575,43615
2,22.49261004,88.36116922,Jadavpur,6174,8990,9441,10232,10160,13391,13056,11536,43516
2,22.49206323,88.36174706,Jadavpur,6264,8752,9198,10106,9970,13396,12655,11005,43516
2,22.49178982,88.36203598,Jadavpur,7110,8914,9318,10322,10247,13013,12681,11306,43602
2,22.49206569,88.36145549,Jadavpur,7110,8821,9230,10134,9985,13082,13068,11409,43531
2,22.49179721,88.36116127,Jadavpur,6525,9038,9373,10178,10087,13216,13070,11749,43523
2,22.49233664,88.36145814,Jadavpur,7110,8849,9241,10005,9789,13588,12445,10785,43515
2,22.49287852,88.36146344,Jadavpur,6174,8888,9454,10441,10432,13689,12961,11246,43465
2,22.5349999,88.34699999,Alipore,6525,9064,9644,10416,10423,12124,13140,12257,44063
2,22.53499746,88.34729166,Alipore,9801,9008,9657,10631,10630,12074,12265,11312,44033
2,22.53499501,88.34758332,Alipore,6264,8842,9501,10351,10350,11584,11647,10721,44037
2,22.53498768,88.34845832,Alipore,9801,8840,9354,10224,10159,12146,12007,11037,44048
2,22.53471185,88.34903901,Alipore,6264,8949,9401,10056,9886,11376,12070,11330,43938
2,22.53471185,88.34903901,Alipore,6030,8949,9401,10056,9886,11376,12070,11330,43938
2,22.53443602,88.34961971,Alipore,8280,9120,9709,10505,10675,12232,11992,11089,43793
2,22.53443357,88.34991137,Ballygunge,6525,8930,9532,10343,10383,12240,11433,10275,43746
2,22.53442867,88.3504947,Ballygunge,9099,8866,9408,10503,10425,13334,12507,10978,43614
2,22.53470207,88.35020567,Ballygunge,6264,8592,9195,10065,9939,11998,11891,10644,43598
2,22.53470696,88.34962234,Alipore,9099,9084,9670,10646,10789,12475,12259,11174,43778
2,22.53498035,88.34933331,Alipore,6174,9189,9698,10294,10234,12308,11603,10506,43872
2,22.53498279,88.34904165,Alipore,6525,9085,9440,10109,9940,11458,12304,11450,43953
2,22.53498768,88.34845832,Alipore,6030,8840,9354,10224,10159,12146,12007,11037,44048
2,22.53526352,88.34787762,Alipore,6264,8857,9523,10433,10415,12089,12131,11194,44104
2,22.53525618,88.34875261,Alipore,8280,9002,9470,10204,10115,12428,13549,12436,44094
2,22.53526107,88.34816928,Alipore,6525,8812,9487,10440,10444,12115,12041,11116,44112
2,22.53472163,88.34787236,Alipore,6264,8855,9422,10319,10242,12717,11936,10761,44037
2,22.5344458,88.34845305,Alipore,6264,9111,9614,10389,10352,11643,12009,11122,44007
2,22.53443846,88.34932805,Alipore,6264,9189,9612,10421,10464,12521,12989,12083,43856
2,22.53390635,88.34815613,Alipore,7110,8978,9430,10213,10151,11502,11912,11011,43868
2,22.53362563,88.34932015,Alipore,7344,9027,9458,10110,10027,11542,12354,11400,43866
2,22.53334979,88.34990084,Ballygunge,8514,8613,9282,10219,10124,12217,11668,10540,43778
2,22.53389168,88.3499061,Ballygunge,6264,9122,9532,10163,10114,11904,12577,11715,43856
2,22.53417485,88.34845042,Alipore,8514,9069,9562,10311,10254,11837,12147,11196,43960
2,22.5341773,88.34815876,Alipore,6264,8963,9469,10310,10263,11531,11375,10629,43980
2,22.53445557,88.3472864,Alipore,8514,8953,9578,10415,10471,12007,12236,11372,44076
2,22.53446045,88.34670307,Alipore,9099,9096,9601,10305,10309,12291,12801,12183,44187
2,22.53419195,88.34640878,Alipore,7227,9116,9552,10222,10165,12506,12260,11176,44250
2,22.53391368,88.34728114,Alipore,6525,9067,9685,10600,10656,12214,12538,11511,44051
2,22.53364274,88.34727851,Alipore,6264,9246,9728,10552,10555,11910,12548,11648,44033
2,22.53336691,88.34785921,Alipore,6264,9074,9458,10164,10088,11432,12363,11697,43884
2,22.53336202,88.34844253,Alipore,7110,8898,9271,9925,9735,11077,11304,10602,43759
2,22.53363052,88.34873682,Alipore,6264,9250,9591,10235,10160,12002,12482,11743,43747
2,22.53308374,88.34931488,Alipore,6264,8925,9340,10146,10054,11869,12198,11110,43859
2,22.5330813,88.34960654,Ballygunge,6174,8827,9410,10225,10224,12096,12134,10978,43828
2,22.53362318,88.34961181,Ballygunge,7227,8952,9308,10017,9890,11904,12281,11263,43853
2,22.53308863,88.34873156,Alipore,8280,9246,9618,10204,10155,11517,12202,11377,43744
2,22.53309108,88.3484399,Alipore,9099,8954,9326,9858,9717,10954,11948,11135,43781
2,22.53336691,88.34785921,Alipore,6264,9074,9458,10164,10088,11432,12363,11697,43884
2,22.53310085,88.34727326,Alipore,6264,9187,9535,10119,10144,11387,12457,11786,43983
2,22.57813452,88.46500396,New Town,7344,8923,9628,10866,10954,13405,12743,11554,43322
2,22.57783163,88.46850197,New Town,6264,9037,9680,10791,10893,12824,12511,11550,43337
2,22.57812121,88.46646266,New Town,7110,9340,10049,11376,11563,14763,13535,11802,43548
2,22.57704548,88.46557598,New Town,7227,9630,10445,11696,12180,14221,14013,13053,43392
2,22.57623802,88.46498391,New Town,6174,9307,10030,11054,11279,13139,13285,12016,43286
2,22.57541991,88.46555878,New Town,6264,9588,10199,11537,11672,13383,13830,12915,43435
2,22.57513034,88.46759806,New Town,6525,9412,10125,11173,11493,12923,13662,12653,43281
2,22.57647698,88.46848762,New Town,6174,9516,10344,11591,11844,13791,14441,12709,43235
2,22.57781562,88.47025241,New Town,7110,9681,10384,11449,11832,13498,13805,12605,43392
2,22.57592446,88.46964882,New Town,7110,9221,9856,11285,11649,13820,13058,11647,43247
2,22.58109343,88.46736945,New Town,8280,9266,9849,10923,11137,14842,12978,11125,43374
2,22.5805249,88.47028116,New Town,6264,9191,9691,10834,11040,14436,13471,11663,43501
2,22.58298193,88.46826479,New Town,6525,8733,9369,10664,10727,15335,14970,12205,43286
2,22.58054091,88.46853069,New Town,6264,9364,9926,10824,10943,13067,12877,11788,43495
2,22.58294989,88.47176579,New Town,8280,9090,9788,10715,10696,12916,12601,11167,43254
2,22.58351311,88.46943754,New Town,6264,8780,9359,10404,10356,14768,13501,11329,43162
2,22.58110675,88.46591071,New Town,6174,8964,9545,10712,10833,11803,11561,10896,43261
2,22.57757402,88.4670404,New Town,6174,9084,9815,10990,11427,13680,14244,12786,43401
2,22.58213443,88.4720489,New Town,9801,8507,9127,10362,10229,14590,13276,11302,43295
2,22.58243474,88.46884254,New Town,6525,9303,9886,11022,11215,13133,12469,11517,43287
2,22.58333452,88.42916982,Salt Lake,8514,9359,9792,10617,10745,13574,13286,11925,43643
2,22.58198764,88.42828058,Salt Lake,6525,9456,9818,10494,10420,13475,13212,11966,43635
2,22.58251394,88.4300367,Salt Lake,6525,9127,9601,10366,10345,13096,12859,11446,43518
2,22.58171152,88.4288613,Salt Lake,6525,8939,9422,10207,10059,12768,12202,11070,43659
2,22.583061,88.42945878,Salt Lake,6264,9546,10013,10904,10991,13218,13896,12658,43632
2,22.58252432,88.42886968,Salt Lake,6030,9608,10043,10812,10956,13544,13922,12344,43662
2,22.58358987,88.43092316,Salt Lake,8280,9492,10000,10932,11041,13671,13307,11763,43764
2,22.58359767,88.43004789,Salt Lake,8514,9539,10079,10892,11025,13696,13619,12007,43775
2,22.58305061,88.4306258,Salt Lake,7344,9646,10212,11016,11259,13741,13587,12223,43668
2,22.58387379,88.42946717,Salt Lake,6030,9430,9927,10657,10756,13179,13089,11797,43694
2,22.58361324,88.42829734,Salt Lake,7227,9140,9709,10617,10592,13637,12770,11022,43529
2,22.58441566,88.42947276,Salt Lake,6525,9660,10151,10799,10860,13501,14263,12886,43674
2,22.58440527,88.43063979,Salt Lake,6264,8998,9357,10126,9968,12863,12285,11070,43680
2,22.58412914,88.43122051,Salt Lake,7110,9290,9705,10486,10489,13597,13466,12033,43737
2,22.58385301,88.43180123,Salt Lake,6264,9395,9776,10330,10141,13255,13349,11711,43691
2,22.58415251,88.42859469,Salt Lake,6525,9234,9652,10532,10528,13182,13098,11760,43549
2,22.58358207,88.43179843,Salt Lake,6264,9481,9844,10593,10398,13595,13593,12039,43642
2,22.58521547,88.43093995,Salt Lake,6264,9364,9756,10485,10406,12786,13254,11887,43596
2,22.58550458,88.42890042,Salt Lake,6264,9168,9649,10403,10275,13549,12522,11055,43468
2,22.58495752,88.42947835,Salt Lake,7110,9421,9899,10659,10713,12995,13385,11957,43603
2,22.58551496,88.42773338,Salt Lake,9099,9483,9998,10778,10963,13621,13251,11680,43565
2,22.58525181,88.4268553,Salt Lake,7110,9953,10454,11307,11671,14154,14378,12917,43589
2,22.58552792,88.42627457,Salt Lake,6264,9407,9767,10555,10682,13040,12810,11437,43600
2,22.58604904,88.42861425,Salt Lake,8280,9518,9858,10666,10506,14088,12914,11353,43495
2,22.58606201,88.42715544,Salt Lake,7227,9660,10215,10866,10900,13696,13298,12121,43604
2,22.58606979,88.42628015,Salt Lake,6525,9368,9738,10434,10289,12910,12714,11547,43728
2,22.58715093,88.42658308,Salt Lake,6525,9842,10301,11119,11244,13398,13716,12902,43741
2,22.58794038,88.42921735,Salt Lake,6525,9369,9781,10517,10506,13052,13038,11850,43531
2,22.5874089,88.42804469,Salt Lake,9099,9377,9899,10693,10765,13465,13176,11768,43611
2,22.58739072,88.43008705,Salt Lake,6264,9312,9638,10269,10335,12993,13748,12450,43741
2,22.57145257,88.39374434,Salt Lake,8514,9016,9370,9929,9802,11650,11588,10673,44119
2,22.57145004,88.39403608,Salt Lake,6174,9214,9623,10193,10192,11951,11749,10830,44179
2,22.57118416,88.39344988,Salt Lake,6525,9063,9335,9896,9769,11826,12635,11704,44090
2,22.5711791,88.39403336,Salt Lake,6264,8970,9304,9909,9757,12116,12242,11227,44127
2,22.57091322,88.39344716,Salt Lake,6174,8889,9142,9834,9538,12625,12353,11351,43967
2,22.57063723,88.39402791,Salt Lake,6030,8941,9279,9881,9851,11781,12431,11360,43904
2,22.57091322,88.39344716,Salt Lake,9099,8889,9142,9834,9538,12625,12353,11351,43967
2,22.57063723,88.39402791,Salt Lake,6525,8941,9279,9881,9851,11781,12431,11360,43904
2,22.57063976,88.39373617,Salt Lake,6264,8983,9336,9975,9889,11822,12104,11217,43921
2,22.57064229,88.39344444,Salt Lake,6525,9065,9390,10052,9970,11821,12374,11609,43954
2,22.57037135,88.39344171,Salt Lake,6264,9401,9774,10590,10654,12382,12981,11982,43970
2,22.57036882,88.39373345,Salt Lake,6525,9064,9427,10050,9930,12063,12308,11258,43925
2,22.57037388,88.39314998,Salt Lake,7227,9101,9430,9903,9725,11243,12244,11654,44006
2,22.57009788,88.39373072,Salt Lake,8280,9122,9571,10229,10197,12205,12353,11425,43989
2,22.569832,88.39314453,Salt Lake,6174,9026,9254,9787,9608,12134,12088,11216,44376
2,22.56982947,88.39343627,Salt Lake,6525,9068,9412,9905,9837,11899,12125,11257,44314
2,22.57036629,88.39402518,Salt Lake,7227,9187,9619,10305,10323,12141,13248,12286,43903
2,22.57009535,88.39402246,Salt Lake,8514,9144,9592,10242,10169,12013,12627,11751,43950
2,22.57036376,88.39431691,Salt Lake,7110,9219,9592,10305,10293,12187,12549,11587,43922
2,22.57010547,88.39285552,Salt Lake,6264,8974,9242,9793,9574,11478,12770,11904,44135
2,22.52001461,88.3885614,Kasba,7110,9311,9675,10474,10507,12943,12823,11521,43649
2,22.51947776,88.38797273,Kasba,6525,8916,9267,10016,9835,13219,12985,11769,43530
2,22.51920179,88.38855328,Kasba,6264,9109,9514,10445,10455,12605,12740,11601,43554
2,22.51974115,88.38885032,Kasba,6264,9343,9862,10684,10963,12970,12216,11009,43549
2,22.51973612,88.38943357,Kasba,8280,9343,9904,10648,10666,14158,12787,10983,43580
2,22.51838645,88.38883678,Kasba,6525,9134,9557,10262,10222,12190,12706,11503,43639
2,22.51919424,88.38942816,Kasba,6264,9353,9743,10519,10546,12697,12912,11755,43581
2,22.51837639,88.39000328,Kasba,6264,9218,9696,10453,10432,12385,12352,11186,43533
2,22.51946015,88.39001412,Kasba,7110,9437,9940,10843,10949,13331,13438,12150,43569
2,22.51946266,88.38972249,Kasba,6525,9161,9679,10405,10408,12384,12086,11114,43594
2,22.51973109,88.39001683,Kasba,7110,9462,9988,10875,10932,13559,12798,11492,43576
2,22.52055146,88.38915007,Kasba,6264,9535,10094,10936,11091,12962,12717,11610,43697
2,22.51972605,88.39060008,Kasba,6525,9262,9811,10583,10594,12853,12315,11124,43614
2,22.51945259,88.390889,Kasba,6525,9579,10074,10886,11012,12944,12907,11951,43654
2,22.51918417,88.39059466,Kasba,8514,9515,9987,10815,11037,13623,13517,12323,43612
2,22.51945007,88.39118063,Kasba,9801,9502,9937,10852,10987,13559,13066,11644,43785
2,22.51999195,88.39118605,Kasba,6264,9438,9970,10777,10824,13836,13265,11580,43693
2,22.51997934,88.39264419,Kasba,9801,9126,9558,10407,10188,14417,12220,10305,43508
2,22.52052122,88.39264962,Kasba,6525,9271,9615,10269,10044,12867,12377,11212,43553
2,22.52106814,88.39207179,Kasba,7227,9371,9831,10537,10494,12350,12500,11480,43456
2,22.52024523,88.39323016,Kasba,6525,9362,9778,10480,10540,12509,12512,11573,43596
2,22.51942989,88.39351364,Kasba,6525,9396,9866,10605,10600,12864,12971,11744,43526
2,22.51915643,88.39380255,Kasba,7110,9425,9879,10620,10614,12704,12866,11748,43542
2,22.51915138,88.3943858,Kasba,6174,9267,9648,10449,10428,12459,12161,11107,43704
2,22.51914885,88.39467743,Kasba,7344,9614,10067,10825,10866,12736,12935,11851,43729
2,22.52051617,88.39323288,Kasba,6525,9519,9807,10425,10369,12290,12664,11857,43633
2,22.59255522,88.39745834,Lake Town,7110,9372,10061,10915,10944,13171,13660,12505,43710
2,22.59388957,88.39980627,Lake Town,6030,9226,9673,10473,10492,13345,13000,11853,43685
2,22.59415033,88.40097614,Lake Town,6264,9586,10021,10564,10576,12933,12910,11922,43913
2,22.5930615,88.40154874,Lake Town,7344,9642,10034,10713,10802,13265,13457,12154,43819
2,22.59173988,88.39774192,Lake Town,6264,9180,9764,10625,10705,12612,13099,11869,43883
2,22.59037757,88.39860357,Lake Town,6525,9106,9483,10050,9906,12444,12518,11306,43819
2,22.59280837,88.39950354,Lake Town,7110,9354,9913,10787,10879,12856,12774,11708,43862
2,22.59010156,88.39918438,Lake Town,7110,9195,9645,10380,10357,12986,12925,11643,43824
2,22.5908991,88.40094325,Lake Town,7110,9242,9699,10403,10345,13212,12534,11180,43785
2,22.5911573,88.40240487,Lake Town,6030,9531,10049,10739,10862,13417,13531,12153,43664
2,22.59226396,88.39978984,Lake Town,6525,9270,9808,10537,10621,13491,12990,11623,43797
2,22.59576321,88.40245153,Lake Town,8280,9070,9639,10588,10537,13446,13556,12265,43709
2,22.59547952,88.40390771,Lake Town,6525,9564,10104,10933,11140,13179,13117,11915,43855
2,22.5949504,88.40244329,Lake Town,9801,9532,10091,11048,11149,13560,13603,12033,43714
2,22.5941325,88.40301862,Lake Town,6264,9306,9798,10581,10657,13548,12941,11474,43702
2,22.59466417,88.40419125,Lake Town,8280,9384,10008,10866,10973,13484,13832,12395,43756
2,22.5938437,88.40505835,Lake Town,6525,9616,10122,10929,11287,13450,13337,11968,43664
2,22.5930411,88.40388298,Lake Town,9801,9538,9979,10764,10801,13844,13388,11846,43681
2,22.59275485,88.40563091,Lake Town,6525,9430,9777,10408,10357,12455,12988,12067,43808
2,22.59113945,88.4044473,Lake Town,6264,9080,9738,10777,10824,13344,13115,11537,43574
2,22.59088382,88.4026939,Lake Town,8514,9466,9981,10799,10932,13202,13308,12090,43604
2,22.59007865,88.40181035,Lake Town,6525,9192,9635,10402,10350,13297,13302,12005,43573
2,22.58954951,88.400346,Lake Town,6264,9330,9720,10442,10344,13114,12700,11927,43627
2,22.58929383,88.39859262,Lake Town,9099,9185,9574,10166,10150,12777,13612,12372,43792
2,22.59173226,88.39861725,Lake Town,6525,9461,9888,10638,10686,12598,13081,11838,43873
2,22.59093215,88.39715016,Lake Town,6264,9585,9996,10266,10189,13237,14254,13570,44034
2,22.59251962,88.40154325,Lake Town,8280,9461,9721,10195,10090,12236,12303,11715,43720
2,22.58845813,88.40121035,Lake Town,9099,9062,9610,10481,10483,13452,13444,11933,43744
2,22.58711363,88.40002957,Lake Town,9801,9797,10330,11034,11189,14100,14098,12468,43805
2,22.58575895,88.40001588,Salt Lake,7110,9537,9985,10568,10592,13303,13001,11646,43843
2,22.58655649,88.40177469,Salt Lake,6030,9028,9543,10258,10221,13027,12000,10759,43774
2,22.58737439,88.40119938,Lake Town,6525,9002,9357,10136,10059,12806,12539,11421,43861
2,22.58817191,88.40295823,Salt Lake,7344,9673,10107,10772,10964,13473,13337,11950,43769
2,22.58761984,88.40411981,Salt Lake,7344,9138,9711,10622,10689,13163,12609,11209,43587
2,22.58842499,88.40500337,Salt Lake,6264,9091,9441,10205,10117,13032,12717,11420,43676
2,22.59033175,88.40385551,Lake Town,9099,9581,10013,10718,10773,13478,13782,12568,43599
2,22.59682654,88.40479681,Lake Town,9801,9270,9772,10583,10666,12741,12793,11646,43623
2,22.59763169,88.40568043,Lake Town,6264,9512,9922,10587,10629,13234,13538,12411,43601
2,22.59601119,88.40508035,Lake Town,6174,8900,9303,10088,9999,12854,12573,11200,43781
2,22.59519327,88.40565567,Lake Town,8514,9363,9706,10329,10298,12669,13041,11933,43835
2,22.59626679,88.40683382,Lake Town,6030,9020,9529,10347,10355,12923,12261,10833,43791
2,22.59843171,88.40714764,Lake Town,6174,9436,9924,10652,10761,12857,12961,11744,43662
2,22.59869497,88.40802577,Lake Town,6264,9114,9627,10356,10412,12907,12647,11193,43685
2,22.59733262,88.40888735,Lake Town,6525,9194,9587,10290,10153,13170,13093,11721,43754
2,22.59734286,88.4077202,Lake Town,7344,9247,9682,10390,10345,13100,12771,11380,43768
2,22.59464374,88.40652551,Lake Town,9099,9397,9886,10490,10925,12923,13672,12706,43890
2,22.59355488,88.40709807,Lake Town,9099,9487,9999,10777,10885,13097,13524,12402,43911
2,22.5943549,88.40856524,Lake Town,7227,9084,9415,10000,9861,12150,12701,11750,43974
2,22.5951549,88.41003243,Salt Lake,6264,9494,10071,10903,10998,13216,13275,12061,43831
2,22.59625144,88.40858453,Lake Town,6030,9146,9679,10552,10572,12774,12869,11665,43764
2,22.59543352,88.40915983,Lake Town,6525,9614,10069,10683,10780,13557,14420,13115,43991
2,22.5930079,88.40767612,Salt Lake,7227,9519,10011,10756,10852,12944,13628,12435,43830
2,22.59433697,88.41060771,Salt Lake,9099,9724,10150,11058,11202,14147,14046,12658,43721
2,22.58980008,88.40268292,Lake Town,7110,9070,9619,10417,10383,13236,12675,11109,43595
2,22.58573859,88.40235,Salt Lake,6264,9579,10108,11061,11261,13139,13687,12584,43823
2,22.58520944,88.40088569,Salt Lake,9801,9134,9453,10199,10191,12523,12779,11529,43799
2,22.59191648,88.40854043,Salt Lake,7344,9234,9572,10254,10137,12907,12777,11583,43806
2,22.59082762,88.40911296,Salt Lake,9801,9200,9495,10104,10371,12686,13753,12396,43812
2,22.59243017,88.4117555,Salt Lake,6174,9057,9426,10037,9926,12391,12559,11519,43709
2,22.5935216,88.41089121,Salt Lake,6264,9344,9844,10500,10492,13365,13729,12128,43671
2,22.56291104,88.40999606,Salt Lake,6264,9109,9627,10633,11070,13168,13426,12089,43754
2,22.56317942,88.41029053,Salt Lake,6264,9114,9533,10210,10253,12030,12231,11422,43730
2,22.5642606,88.41059327,Salt Lake,6525,9057,9325,9884,9691,12092,11684,10791,43820
2,22.56371361,88.41117119,Salt Lake,8514,9453,9892,10614,10593,13531,13151,11353,43803
2,22.5631743,88.41087396,Salt Lake,6174,9460,9929,10498,10466,13235,12988,11757,43796
2,22.56316918,88.41145739,Salt Lake,7110,9146,9601,10284,10106,13352,12696,11029,43853
2,22.56398198,88.41146567,Salt Lake,6264,9214,9628,10466,10299,13673,12857,11148,43769
2,22.56424267,88.4126353,Salt Lake,6174,8738,9055,9819,9511,13105,12550,11062,43670
2,22.56343242,88.4123353,Salt Lake,7110,8962,9360,10029,9788,12697,12322,10829,43667
2,22.56315123,88.41349941,Salt Lake,7227,9070,9413,9975,9789,12636,12525,10943,43807
2,22.56396404,88.41350769,Salt Lake,7110,8949,9229,9950,9737,12543,12446,11308,43668
2,22.56534178,88.41089602,Salt Lake,6264,8624,9041,9749,9493,13356,11562,10007,43732
2,22.5666939,88.41120153,Salt Lake,6264,9509,10058,10737,10782,12345,11992,10944,43468
2,22.56831439,88.41180153,Salt Lake,6264,9083,9594,10339,10273,12095,12111,11174,43654
2,22.5696665,88.41210706,Salt Lake,6174,9227,9709,10384,10531,12215,11688,10366,43901
2,22.57347497,88.41039528,Salt Lake,6030,9106,9642,10476,10467,12741,12155,11153,43735
2,22.57320915,88.40980904,Salt Lake,7110,9321,9931,10753,10803,13274,12998,11469,43663
2,22.57239891,88.40950904,Salt Lake,6030,9273,9738,10608,10540,12899,12811,11455,43576
2,22.57157074,88.41125118,Salt Lake,6264,9417,9900,10720,10738,12684,12611,11406,43739
2,22.57265448,88.41126221,Salt Lake,7344,9515,10089,10960,11142,13331,12917,11742,43643
2,22.57158354,88.40979251,Salt Lake,7344,9649,10066,10835,11068,13094,12928,12025,43721
2,22.57211773,88.41067323,Salt Lake,6174,9512,9986,10908,11081,13407,13120,11721,43684
2,22.57346729,88.41127049,Salt Lake,8280,9119,9659,10443,10429,12770,12531,11390,43684
2,22.57402196,88.40981731,Salt Lake,9099,9149,9469,10034,9865,12845,12477,11215,43747
2,22.57267496,88.40892832,Salt Lake,8514,9148,9652,10495,10440,12954,12515,11129,43678
2,22.57211005,88.41154843,Salt Lake,8514,9183,9720,10612,10615,12859,12690,11460,43660
2,22.57293054,88.4106815,Salt Lake,7227,9294,9788,10781,10827,12960,12827,11507,43673
2,22.57319635,88.41126773,Salt Lake,8514,9191,9664,10453,10444,13028,12672,11309,43661
2,22.5718468,88.41067047,Salt Lake,6030,9410,9941,10812,11008,13315,12974,11583,43741
2,22.57261856,88.41534652,Salt Lake,6525,9338,9853,10721,10775,12840,12830,11389,43626
2,22.57207669,88.41534098,Salt Lake,8514,9342,9753,10517,10561,12932,12857,11443,43605
2,22.57072715,88.41474369,Salt Lake,6264,9354,9798,10483,10479,12823,12479,11412,43676
2,22.57044851,88.41561611,Salt Lake,7227,9286,9815,10647,10636,13614,13255,11663,43641
