Class,latitude,longitude,Location,Guidance Value(Rs. per square meter),Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7,Band_8
2,13.00300142,77.62407597,Indiranagar,95000,8029,8491,9514,9707,13817,11741,10269,46012
2,13.00219402,77.62351471,Indiranagar,100400,8491,8957,9925,10253,13128,12862,11625,45925
2,13.00381441,77.62408452,Indiranagar,94800,9030,9602,10862,11771,14869,15911,14848,45944
2,13.00245104,77.62489934,Indiranagar,90000,9022,9526,10631,11317,13634,14971,13455,46093
2,13.00163806,77.62489079,Indiranagar,105200,10003,10895,12282,12697,14922,15984,15178,45975
2,13.00137265,77.62433523,Indiranagar,94800,7870,8336,9314,9695,13880,12757,10931,45892
2,13.00353503,77.62491075,Indiranagar,94800,8656,9387,10322,10954,14568,13152,11310,45846
2,13.00356297,77.62214715,Indiranagar,150000,9809,10563,12055,13427,15061,16620,14889,46340
2,13.00274998,77.62213861,Indiranagar,100000,8412,8916,9964,10198,12582,12105,11347,46091
2,13.00220799,77.62213292,Indiranagar,90000,8248,8782,9999,10451,14145,13073,11870,45914
2,13.00193141,77.62268278,Indiranagar,90000,8651,9464,10994,11786,14956,14372,13181,45857
2,13.00165203,77.62350901,Indiranagar,100400,8613,8967,9876,10086,13118,12659,11701,45846
2,13.00111563,77.6229506,Indiranagar,105200,8167,8730,9884,10238,14453,12821,11319,45910
2,13.00112121,77.62239788,Indiranagar,111450,8270,8945,10564,10941,14079,14224,13123,45914
2,13.00541421,77.59977875,Malleshwaram,111450,9258,9992,11453,12529,14240,14472,13541,46507
2,13.0054059,77.60060785,Malleshwaram,95000,9873,10617,11829,12482,14102,14938,14335,46510
2,13.0045929,77.60059937,MG Road,122000,11540,11830,13341,13769,14909,15579,15272,46560
2,13.00460121,77.59977028,Malleshwaram,95000,8720,9036,9987,10336,13889,13381,11892,46754
2,13.00566859,77.60143977,Hebbal,90000,9826,10601,11539,12075,13922,14999,14233,46478
2,13.00594513,77.60088986,Hebbal,120000,8625,9092,10286,10882,12943,13301,12557,46424
2,13.00595067,77.60033713,Malleshwaram,122000,9326,10083,11922,12217,13461,14233,13619,46402
2,13.00541975,77.59922601,Malleshwaram,94800,9137,9674,11036,11741,13411,14157,13727,46480
2,13.00460674,77.59921754,Malleshwaram,105200,9278,9837,10940,11418,16610,15488,13551,46822
2,13.00595621,77.5997844,Malleshwaram,120000,8520,9106,10785,11414,13542,14354,13695,46456
2,13.00515705,77.59839409,Malleshwaram,95000,9158,9893,11368,12337,13956,14917,13971,46451
2,13.00514598,77.59949956,Malleshwaram,120000,9105,9880,11139,11819,13533,13900,13103,46534
2,13.00704021,77.59979569,Hebbal,95000,10342,11031,12377,13093,14735,14731,13823,46284
2,13.00650652,77.59896094,Malleshwaram,105200,11662,12460,14008,15028,16630,19580,19396,46304
2,13.00649267,77.60034278,Hebbal,97000,9144,9697,11123,11459,13142,14493,14015,46416
2,13.00648713,77.60089552,Hebbal,95000,9415,9987,11279,12023,13625,14486,13725,46427
2,13.00621613,77.60089269,Hebbal,100400,9552,10354,11600,12702,14608,14697,13141,46450
2,13.00621059,77.60144542,Hebbal,95000,9443,10078,11342,12003,13798,13992,13049,46496
2,13.00513213,77.60088139,MG Road,95000,9473,10215,11242,12228,14123,14720,13437,46527
2,13.00569075,77.59922884,Malleshwaram,94800,9284,9911,11205,11940,13712,13976,13114,46457
2,13.003278,77.6235261,Indiranagar,100400,8856,9275,10207,10641,13436,13604,12575,46208
2,13.00436757,77.62298478,Indiranagar,94800,9000,9514,10780,11576,12857,14035,13494,46215
2,13.00437595,77.6221557,Indiranagar,150000,9818,10346,11826,12678,15265,15415,14066,46161
2,13.00271365,77.62573127,Indiranagar,97000,8576,8917,9539,9449,12912,11573,10477,46205
2,13.00162967,77.62571986,Indiranagar,97000,9324,9993,10527,11000,13596,12528,11966,46132
2,13.00217725,77.62517285,Indiranagar,95000,9342,10015,11406,12568,15226,15535,14356,46225
2,13.00029985,77.62321841,Indiranagar,90000,8627,9143,10065,10487,12849,12578,11792,45994
2,13.00379763,77.62574268,Indiranagar,100400,9143,9546,10650,11076,14953,14304,12438,46065
2,13.00352943,77.62546347,Indiranagar,100400,9006,9506,10484,11182,15020,14379,12683,46059
2,13.00460782,77.62602759,Indiranagar,97000,9273,9987,10840,11323,14690,13861,12393,46076
2,13.00459943,77.62685667,Indiranagar,100000,9060,9515,10445,11271,13407,13503,12316,46445
2,13.00432843,77.62685382,Indiranagar,111450,9364,9644,11011,11434,13930,14111,13246,46487
2,13.00488161,77.62575408,Indiranagar,100400,9748,10296,11548,12104,13954,14195,13163,46026
2,13.0048872,77.62520136,Indiranagar,97000,8831,9332,10527,11398,13388,14063,13089,45990
2,13.00514981,77.6260333,Indiranagar,97000,8932,9339,10678,11587,13600,14507,13601,46078
2,13.005161,77.62492785,Indiranagar,94800,9087,9708,11019,11582,14203,14528,13438,46101
2,13.00571137,77.62410447,Indiranagar,100000,9208,9607,10470,11074,13122,14101,13184,46170
2,13.00517497,77.62354605,Indiranagar,100400,9157,9695,10992,11783,13459,13991,13177,46232
2,13.00517777,77.62326969,Indiranagar,95000,8923,9541,10843,11414,12875,13489,12611,46231
2,13.00463019,77.62381671,Indiranagar,105200,8911,9424,10861,11745,14117,14513,13325,46206
2,13.00625616,77.62383381,Indiranagar,95000,9519,10089,11268,11955,13777,14207,13614,46145
2,13.00599075,77.62327824,Indiranagar,100400,8618,9164,10266,11121,13781,14370,12978,46259
2,13.00545435,77.62271981,Indiranagar,94800,9991,10794,12183,13409,15475,15800,14655,46219
2,13.00570019,77.62520992,Indiranagar,90000,9029,9683,11106,11609,13916,13682,12233,46085
2,13.00624777,77.6246629,Indiranagar,95000,9144,9633,10663,11578,13793,13861,12808,46007
2,13.00372352,77.5516678,Rajajinagar,94800,8713,9463,10656,11370,13627,14620,13141,46377
2,13.00345794,77.55111228,Rajajinagar,94800,9438,9971,11304,11937,13844,14396,13511,46345
2,13.00264491,77.55110397,Rajajinagar,100000,9361,10043,11157,12097,13725,13557,12644,46024
2,13.00182916,77.55137203,Rajajinagar,95000,8136,9036,10088,10973,13369,13397,12086,46055
2,13.00211103,77.55026931,Rajajinagar,120000,8936,9347,10206,10575,12354,12892,12293,46117
2,13.00265577,77.54999847,Rajajinagar,120000,9509,9806,11641,11494,13098,13146,12554,46194
2,13.00292678,77.55000124,Rajajinagar,100400,8927,9976,11015,12056,12805,13885,12318,46171
2,13.00452296,77.553058,Rajajinagar,100400,9594,10455,11694,12764,15365,15461,14660,46395
2,13.00398365,77.55277607,Rajajinagar,105200,8708,9476,10807,11406,13983,14255,12090,46462
2,13.00290505,77.55221224,Rajajinagar,111450,9142,9809,11124,11830,14437,14094,13058,46258
2,13.00130072,77.54998462,Rajajinagar,95000,9712,10611,11995,12841,14359,15592,14885,46155
2,13.00103785,77.54915274,Rajajinagar,95000,8972,9311,9939,10317,12662,12804,11479,46085
2,13.00453927,77.55139974,Rajajinagar,122000,8995,9504,10915,11334,13048,13392,12682,46182
2,13.00262588,77.55303859,Rajajinagar,95000,9078,9592,10530,11437,13209,14401,13498,46233
2,13.00370177,77.5538788,Rajajinagar,100000,8662,8946,10222,10280,13124,12831,11667,46450
2,13.00397006,77.55415795,Rajajinagar,122000,9114,9631,10660,11562,13432,14269,13325,46211
2,13.00288873,77.55387048,Rajajinagar,120000,8840,9379,10541,10948,13319,13105,12369,46406
2,13.00208386,77.55303304,Rajajinagar,95000,8527,9184,9799,10385,12471,12656,11659,46240
2,13.00507042,77.55251079,Rajajinagar,97000,8673,9297,10127,10737,13695,12497,11220,46091
2,13.00478309,77.55416627,Rajajinagar,97000,8284,8624,9602,9744,14903,13048,11540,46148
2,13.00458271,77.54697771,Rajajinagar,122000,8967,9635,10768,11276,13988,14129,12221,45951
2,13.00349324,77.5475194,Rajajinagar,105200,8830,9328,10609,11041,13444,13457,12449,46492
2,13.00295935,77.54668474,Rajajinagar,111450,9117,9403,10393,10886,13650,13804,12727,46373
2,13.00378323,77.54558753,Rajajinagar,97000,9129,9879,11270,11890,14666,14193,13252,46247
2,13.00377781,77.54614028,Rajajinagar,111450,9489,10023,11467,12218,14275,14588,13053,46347
2,13.00323579,77.54613475,Rajajinagar,105200,9740,10167,11500,12103,14103,14204,13055,46300
2,13.00430084,77.54808045,Rajajinagar,120000,8971,9575,10870,11239,13263,13183,12376,46093
2,13.00267206,77.54834022,Rajajinagar,150000,8587,8992,11077,11198,14149,13569,12620,46259
2,13.00538489,77.54809152,Rajajinagar,100400,8660,9320,10272,10945,13596,13196,11854,46165
2,13.00566404,77.54726516,Rajajinagar,95000,9326,9829,10967,11527,12949,13428,12850,46123
2,13.00539846,77.54670963,Rajajinagar,94800,8793,9684,11037,11666,13121,13909,13024,46352
2,13.00730368,77.54589986,Rajajinagar,111450,8679,9284,10404,10754,12850,13067,12482,46156
2,13.00785384,77.54507625,Rajajinagar,105200,9302,9705,10689,10910,13154,13153,12425,46107
2,13.00649607,77.5453388,Rajajinagar,94800,8845,9454,10706,11292,13470,14670,13996,46319
2,13.00595675,77.54505689,Rajajinagar,122000,9002,9653,10552,10998,13438,13408,12484,46094
2,13.00677792,77.54423604,Rajajinagar,94800,8667,9303,10406,10880,13418,12506,11346,46174
2,13.00755841,77.54756091,Rajajinagar,100000,9156,9803,10072,10912,13423,13531,12292,46410
2,13.00675352,77.54672346,Rajajinagar,90000,8560,9204,10253,10734,12481,13137,12344,46276
2,13.00649821,77.59979004,Malleshwaram,105200,9016,9548,10732,11182,12892,13700,13361,46328
2,13.00622998,77.59951085,Malleshwaram,95000,8961,9737,11058,11719,13249,14160,13616,46323
2,13.00650375,77.59923731,Malleshwaram,95000,9751,10380,11472,11930,14015,15023,14444,46313
2,13.00464416,77.62243491,Indiranagar,111450,9435,10022,11182,12065,14612,14815,13439,46157
2,13.00518615,77.6224406,Indiranagar,120000,9133,9758,10942,11694,13992,14143,12865,46193
2,13.00491794,77.62216139,Indiranagar,100000,9210,9407,10589,11069,13928,14500,13329,46112
2,13.00463577,77.62326399,Indiranagar,111450,9175,9778,11200,11774,13595,14065,13037,46200
2,13.00382558,77.62297908,Indiranagar,111450,9588,10106,11577,12290,13651,14681,13987,46360
2,13.00355179,77.62325259,Indiranagar,90000,8606,9041,10182,10538,13430,13257,12259,46291
2,13.00408261,77.62436373,Indiranagar,90000,9119,9598,10808,11733,14288,14246,12880,45962
2,13.00434801,77.6249193,Indiranagar,150000,8384,8883,9804,10420,13680,13153,11970,46067
2,13.00489559,77.62437228,Indiranagar,95000,8789,9557,10719,11418,14939,14758,13093,46139
2,13.00410216,77.62242921,Indiranagar,95000,9208,9812,11034,11458,13805,13838,12992,46378
2,13.00410775,77.62187649,Indiranagar,150000,9260,10005,11357,12394,15402,14726,13093,46169
2,13.00353503,77.62491075,Indiranagar,105200,8656,9387,10322,10954,14568,13152,11310,45846
2,13.00354062,77.62435803,Indiranagar,97000,8297,8935,9939,10554,13534,13206,11837,45872
2,13.00380043,77.62546632,Indiranagar,105200,8860,9255,10259,10799,14492,13733,12042,46028
2,13.00461062,77.62575123,Indiranagar,120000,9011,9587,10776,11219,14511,13943,12639,46019
2,13.00457457,77.54780684,Rajajinagar,120000,8552,9146,10317,10707,13430,13038,11895,45975
2,13.00430084,77.54808045,Rajajinagar,94800,8971,9575,10870,11239,13263,13183,12376,46093
2,13.00402983,77.54807768,Rajajinagar,100000,8421,9137,10344,11213,14018,14095,12893,46168
2,13.00430627,77.5475277,Rajajinagar,100000,8771,9502,10582,11318,13154,14328,13017,46012
2,13.00403797,77.54724855,Rajajinagar,122000,9798,10594,11672,12303,14724,14264,13291,46046
2,13.00623828,77.59868175,Malleshwaram,100400,11385,11814,13377,13888,14988,16299,15623,46443
2,13.00596452,77.59895529,Malleshwaram,95000,10267,10807,11971,12676,14088,15070,14157,46398
2,13.00569351,77.59895247,Malleshwaram,150000,9908,10469,11783,12449,13635,14473,13609,46404
2,13.00515428,77.59867046,Malleshwaram,94800,9330,10029,11382,12122,13392,14171,13670,46472
2,13.00515151,77.59894682,Malleshwaram,122000,8687,9424,10663,11367,13056,13727,13110,46475
3,13.00043604,77.55522738,Rajajinagar,79300,8972,9515,10910,11203,12358,13124,12808,46126
3,12.99962029,77.55549542,Rajajinagar,71700,8923,9538,10376,11250,12668,13642,12485,46200
3,13.00096718,77.55633841,Rajajinagar,80000,9562,10306,11237,12291,14140,13874,12837,45999
3,12.99934112,77.55632176,Rajajinagar,59000,9157,9808,11088,11737,13132,13747,12928,46261
3,13.00097806,77.55523293,Rajajinagar,80000,9029,9610,10959,11396,12491,13310,12714,46039
3,12.97758146,77.53647647,Rajajinagar,53700,8328,9003,10386,10831,12328,13184,12384,46418
3,12.97703943,77.53647098,Rajajinagar,55900,9148,9798,11363,12008,13758,14275,13550,46495
3,12.97729966,77.53757912,Rajajinagar,81500,9237,9998,11462,12258,13329,14275,13534,46277
3,12.97676302,77.53702092,Rajajinagar,87300,9114,9732,10827,11751,13249,14915,14245,46314
3,12.97622908,77.53618638,Rajajinagar,50000,9193,9823,11062,11845,13471,13922,12996,46564
3,12.97813966,77.53482387,Rajajinagar,80000,9274,10075,10960,11477,13332,14363,13819,46317
3,12.97759763,77.53481837,Rajajinagar,59000,9457,10120,11161,11655,12841,13403,12957,46520
3,12.9754322,77.53452005,Rajajinagar,70000,8971,9294,10609,10637,13743,13279,12727,46582
3,12.97624255,77.53480464,Rajajinagar,79300,8743,9322,10875,11466,14104,13764,12392,46490
3,12.97652973,77.53314929,Rajajinagar,72010,8772,9386,10748,11302,12862,14192,13684,46330
3,12.97300653,77.53311361,Rajajinagar,55900,8902,9552,10689,11559,13819,15717,14306,46345
3,12.9727409,77.53255817,Rajajinagar,72400,9226,9874,10968,11785,14161,14704,12933,46284
3,12.97246988,77.53255543,Rajajinagar,72010,9112,9660,10865,11476,13485,14007,13099,46294
3,12.97138582,77.53254445,Rajajinagar,50000,9005,9456,10789,11337,13263,13471,12623,46360
3,12.97084917,77.53198628,Rajajinagar,79300,8924,9655,10882,11704,13374,14686,13718,46430
3,12.97272474,77.53421624,Rajajinagar,72400,8727,9463,10735,11217,12950,13145,11743,46184
3,12.97190631,77.53476069,Rajajinagar,87300,9117,9801,11033,12266,13602,13721,12718,46058
3,12.97326408,77.53449808,Rajajinagar,50900,9258,9832,11145,11862,13593,14068,13475,46542
3,12.9740879,77.53340093,Rajajinagar,79300,9196,9933,11348,11897,14328,14438,12761,46401
3,12.97409866,77.53229554,Rajajinagar,50000,8967,9625,10633,11170,12759,12940,11955,46332
3,12.97436968,77.53229829,Rajajinagar,87300,8513,9118,10008,10594,12284,13047,11857,46387
3,12.97136698,77.53447886,Rajajinagar,72400,9171,9599,10451,10939,13748,13893,13544,46092
3,12.99962573,77.55494268,Rajajinagar,59000,9146,9786,11086,11768,13368,13535,12826,46199
3,12.99935472,77.55493991,Rajajinagar,62000,9202,10029,11099,11877,13754,14234,13530,46200
3,13.00205121,77.55634952,Rajajinagar,55900,8895,9522,10826,11296,12573,13156,12375,45990
3,13.00122457,77.55772304,Rajajinagar,62000,9106,9727,11101,11747,13034,13623,12930,46204
3,13.00177476,77.55689948,Rajajinagar,50000,8707,9470,10551,11263,13155,13388,12549,46004
3,13.00259596,77.55607869,Rajajinagar,78900,8965,9543,10831,11409,12521,13190,12509,45990
3,13.00258779,77.55690781,Rajajinagar,70000,8847,9615,10619,11361,12782,13239,12242,45978
3,13.00257417,77.55828968,Rajajinagar,87300,9556,10220,12050,12706,14424,15539,14664,46202
3,13.00230316,77.5582869,Rajajinagar,50900,8963,9688,10777,11419,13183,14246,13125,46199
3,13.00285335,77.55746334,Rajajinagar,87300,9020,9518,10902,11621,13346,13481,12407,46132
3,13.0028588,77.55691059,Rajajinagar,72400,9430,10062,11273,11945,13482,13521,12836,45968
3,13.00286152,77.55663422,Rajajinagar,59000,8888,9532,10875,11627,12977,13834,13081,45964
3,13.00151192,77.55606759,Rajajinagar,72010,9320,9865,11052,11600,13169,13766,13072,45992
3,13.00204032,77.557455,Rajajinagar,50000,8615,9267,11005,11415,13220,13407,12505,46153
3,13.00175842,77.55855771,Rajajinagar,72010,9704,10221,11120,11532,12871,13118,12579,46219
3,13.00067166,77.55882297,Rajajinagar,50000,9202,9882,10889,11827,12914,13873,13257,46141
3,12.99959307,77.55825912,Rajajinagar,80000,9102,9607,11060,11795,13066,14558,13667,46373
3,12.98660155,77.61091418,MG Road,51100,9596,10316,11584,12511,14036,15022,14093,46763
3,12.9866071,77.61036149,MG Road,62000,9054,9921,11354,12021,13199,14343,13884,46803
3,12.98740621,77.61175171,MG Road,72010,9076,9628,10787,11351,12638,13751,13335,46763
3,12.9882192,77.61176021,MG Road,79300,9627,10484,11773,12579,14016,15172,14625,46881
3,12.98850131,77.61065766,MG Road,58500,9154,9772,10948,11666,12805,14081,13687,46711
3,12.98796487,77.6100993,MG Road,50000,9293,9860,10981,11636,13017,13797,13070,46553
3,12.98769109,77.61037282,MG Road,72010,8768,9303,10277,11069,12251,13497,13188,46801
3,12.98714354,77.61091984,MG Road,72400,9550,10055,11036,11615,12985,14790,14495,46949
3,12.98794543,77.61203372,MG Road,50000,8942,9543,10655,11454,12633,14053,13640,46520
3,12.98848464,77.61231573,MG Road,50000,9420,10084,11349,12288,13454,14114,13547,46638
3,12.98902664,77.6123214,MG Road,78900,9116,9675,10571,11496,12870,14486,13961,46590
3,12.98957419,77.61177437,MG Road,50000,9059,9514,10679,10974,12360,13260,13149,46515
3,12.98930875,77.61121885,MG Road,79300,9425,10042,11289,11915,13228,14296,13526,46518
3,12.98849576,77.61121035,MG Road,62000,9577,10109,11193,11785,13373,14727,14270,46876
3,12.98822476,77.61120752,MG Road,59000,9868,10637,11483,12113,13784,14984,14116,46974
3,12.98087674,77.53208781,Rajajinagar,53700,9614,10382,11637,12267,13676,14138,13664,46622
3,12.98059765,77.53291412,Rajajinagar,53700,9381,9683,11313,11574,13717,14276,13280,46865
3,12.98032933,77.53263502,Rajajinagar,80000,9298,9995,11081,12073,13159,13413,12460,46691
3,13.00041971,77.5568856,Rajajinagar,68350,10378,10999,12538,13083,14322,13850,13108,46132
3,13.00095084,77.55799664,Rajajinagar,55900,8924,9517,10933,11692,13543,14446,13350,46183
3,13.00123274,77.55689393,Rajajinagar,52000,9100,9813,11365,11909,12842,12928,12550,46009
3,13.00014053,77.55771194,Rajajinagar,58500,8448,8737,9861,9924,12609,12434,11743,46192
3,12.99988314,77.55632731,Rajajinagar,80000,9239,9687,11094,11310,13320,13541,12623,46158
3,13.00069889,77.55605926,Rajajinagar,62000,9681,10173,11446,12051,13973,14547,13731,46112
3,12.99988858,77.55577457,Rajajinagar,51100,10175,10791,12041,12837,14452,13859,13334,46165
3,12.99987497,77.55715642,Rajajinagar,50900,8736,9318,10236,10758,12361,12565,12067,46375
3,13.00013236,77.55854104,Rajajinagar,81500,9586,10250,11616,12325,13516,13701,12972,46314
3,12.99987225,77.55743279,Rajajinagar,55900,8923,9603,10620,11199,12948,13705,12915,46383
3,12.99933295,77.55715087,Rajajinagar,87300,9231,9763,10955,11446,13260,13663,12572,46527
3,13.0003952,77.55937293,Rajajinagar,59000,8834,9574,10897,11550,12815,13412,12615,46082
3,13.00228954,77.55966876,Malleshwaram,71700,8990,9767,11187,11693,12914,13331,12675,46213
3,13.00283973,77.5588452,Malleshwaram,50000,9526,10378,11594,12424,13510,14069,13243,46213
3,13.00174207,77.56021594,Malleshwaram,72400,9348,9992,11024,11702,12936,13773,12918,46174
3,12.99858592,77.57787279,Malleshwaram,62000,9340,9854,11029,11659,12710,13941,13608,46376
3,12.9983204,77.57731726,Malleshwaram,55900,8969,9509,10499,11058,12259,13161,12550,46371
3,12.99777839,77.57731167,Malleshwaram,80000,8790,9436,10609,11285,12684,13579,12908,46281
3,12.99751013,77.57703251,Malleshwaram,79300,8849,9452,10477,11081,12277,12990,12427,46293
3,12.99722815,77.57813516,Malleshwaram,72010,8748,9502,10465,11225,12940,13066,12478,46298
3,12.99804117,77.57814355,Malleshwaram,59000,8312,8906,9942,10291,12478,13136,12575,46302
3,12.99885418,77.57815195,Malleshwaram,72400,9002,9486,10319,10757,12693,13518,13051,46359
3,12.99804665,77.57759083,Malleshwaram,50900,8924,9493,10621,11009,13167,13194,12588,46289
3,12.99940443,77.57732846,Malleshwaram,58500,8303,8917,9788,10334,12463,12695,11603,46036
3,12.99832589,77.57676453,Malleshwaram,70000,9396,10055,11235,11886,13037,13490,13044,46505
3,12.99778388,77.57675894,Malleshwaram,70000,8841,9445,10379,10994,12361,13403,12902,46227
3,12.99724187,77.57675335,Malleshwaram,58500,8843,9456,10482,11082,12278,12989,12321,46231
3,12.99723364,77.57758243,Malleshwaram,55900,8781,9480,10697,11228,13061,12992,12206,46273
3,12.99777565,77.57758803,Malleshwaram,72400,8805,9495,10539,11210,12749,13753,12903,46263
3,12.99857769,77.57870188,Malleshwaram,87300,9389,10074,11205,12218,13580,14451,13379,46393
3,12.99939894,77.57788119,Malleshwaram,81500,9074,9799,10839,11486,12487,13575,12933,45986
3,12.99912793,77.57787839,Malleshwaram,58500,9398,9758,11028,11199,12369,12826,12984,46031
3,12.99830668,77.57869908,Malleshwaram,59000,9603,10443,11876,12799,13840,14499,13555,46385
3,12.99831217,77.57814635,Malleshwaram,53700,8870,9479,10658,11238,12951,13692,12876,46363
3,12.99803568,77.57869628,Malleshwaram,68350,9029,9699,11104,11729,13093,13587,13005,46343
3,12.99749641,77.57841432,Malleshwaram,67020,8691,9544,10724,11325,13471,13010,11978,46273
3,12.99695714,77.57813236,Malleshwaram,50000,9709,10473,11956,12532,13559,14157,13866,46351
3,12.99886516,77.57704649,Malleshwaram,51100,9206,9757,10726,11162,12282,13333,12656,46150
3,12.99913891,77.57677293,Malleshwaram,50900,9485,10084,10944,11430,13282,13681,12905,46165
3,12.99939345,77.57843391,Malleshwaram,50900,8324,9164,10405,11049,12352,13658,12753,45995
3,12.9991197,77.57870748,Malleshwaram,58500,8911,9893,11058,12192,13433,13346,12468,46053
3,12.99884595,77.57898104,Malleshwaram,53700,8524,9117,10398,11068,12579,13236,12440,46347
3,12.96900049,77.60934862,MG Road,80000,9428,9971,11155,11866,13530,14451,13741,46546
3,12.96927704,77.6087988,MG Road,72010,8692,9268,10527,11180,12296,13380,13051,46659
3,12.96900881,77.60851965,MG Road,79300,9081,9567,10625,11117,12159,13183,12759,46634
3,12.96874058,77.6082405,MG Road,81500,9425,9901,10937,11384,12869,13430,12549,46483
3,12.96847512,77.60768502,MG Road,55900,9608,10280,11380,11861,13651,14678,14033,46492
3,12.9681875,77.60934014,MG Road,50000,8768,9508,10550,11210,12631,13513,12571,46433
3,12.96791927,77.60906099,MG Road,72400,8587,9276,10636,11352,12747,13376,12603,46398
3,12.96819858,77.60823485,MG Road,72400,9121,9713,10705,11360,12361,13775,13121,46455
3,12.96846681,77.608514,MG Road,80000,9527,10088,11176,11707,13227,14091,13530,46420
3,12.9687295,77.60934579,MG Road,80000,9140,9888,11036,11774,12636,13855,13215,46503
3,12.96873227,77.60906947,MG Road,79300,9092,9761,11188,11747,12654,13862,13795,46473
3,12.96982181,77.60852812,MG Road,70000,8544,8983,10331,10756,13856,13477,12483,46646
